"","station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
"152026",40890,"O'Hare Airport","02/27/2013","W",8453,2013-02-27,2,"Feb",2013,27,"Wednesday"
"152058",40890,"O'Hare Airport","10/19/2012","W",12927,2012-10-19,10,"Oct",2012,19,"Friday"
"152079",40890,"O'Hare Airport","12/17/2010","W",8873,2010-12-17,12,"Dec",2010,17,"Friday"
"152132",40890,"O'Hare Airport","08/31/2006","W",10176,2006-08-31,8,"Aug",2006,31,"Thursday"
"152261",40890,"O'Hare Airport","08/06/2005","A",7845,2005-08-06,8,"Aug",2005,6,"Saturday"
"152547",40890,"O'Hare Airport","08/22/2016","W",12790,2016-08-22,8,"Aug",2016,22,"Monday"
"152597",40890,"O'Hare Airport","10/01/2007","W",9509,2007-10-01,10,"Oct",2007,1,"Monday"
"152616",40890,"O'Hare Airport","02/26/2006","U",7043,2006-02-26,2,"Feb",2006,26,"Sunday"
"152892",40890,"O'Hare Airport","04/11/2012","W",9071,2012-04-11,4,"Apr",2012,11,"Wednesday"
"152988",40890,"O'Hare Airport","07/05/2009","U",9669,2009-07-05,7,"Jul",2009,5,"Sunday"
"153030",40890,"O'Hare Airport","04/02/2017","U",8272,2017-04-02,4,"Apr",2017,2,"Sunday"
"153087",40890,"O'Hare Airport","09/14/2010","W",8561,2010-09-14,9,"Sep",2010,14,"Tuesday"
"153151",40890,"O'Hare Airport","04/12/2015","U",10117,2015-04-12,4,"Apr",2015,12,"Sunday"
"153179",40890,"O'Hare Airport","12/05/2006","W",7980,2006-12-05,12,"Dec",2006,5,"Tuesday"
"153259",40890,"O'Hare Airport","08/19/2017","A",10206,2017-08-19,8,"Aug",2017,19,"Saturday"
"153307",40890,"O'Hare Airport","09/03/2003","W",7861,2003-09-03,9,"Sep",2003,3,"Wednesday"
"153561",40890,"O'Hare Airport","07/15/2011","W",12495,2011-07-15,7,"Jul",2011,15,"Friday"
"153613",40890,"O'Hare Airport","02/20/2012","W",9202,2012-02-20,2,"Feb",2012,20,"Monday"
"153635",40890,"O'Hare Airport","10/24/2006","W",8553,2006-10-24,10,"Oct",2006,24,"Tuesday"
"153991",40890,"O'Hare Airport","10/02/2006","W",8415,2006-10-02,10,"Oct",2006,2,"Monday"
"154024",40890,"O'Hare Airport","12/12/2011","W",9164,2011-12-12,12,"Dec",2011,12,"Monday"
"154078",40890,"O'Hare Airport","09/01/2015","W",11286,2015-09-01,9,"Sep",2015,1,"Tuesday"
"154094",40890,"O'Hare Airport","08/25/2004","W",8290,2004-08-25,8,"Aug",2004,25,"Wednesday"
"154317",40890,"O'Hare Airport","08/29/2009","A",7007,2009-08-29,8,"Aug",2009,29,"Saturday"
"154374",40890,"O'Hare Airport","09/18/2006","W",10537,2006-09-18,9,"Sep",2006,18,"Monday"
"154446",40890,"O'Hare Airport","09/30/2008","W",8008,2008-09-30,9,"Sep",2008,30,"Tuesday"
"154544",40890,"O'Hare Airport","11/27/2013","W",10445,2013-11-27,11,"Nov",2013,27,"Wednesday"
"154691",40890,"O'Hare Airport","06/19/2001","W",9230,2001-06-19,6,"Jun",2001,19,"Tuesday"
"154936",40890,"O'Hare Airport","04/14/2005","W",8950,2005-04-14,4,"Apr",2005,14,"Thursday"
"155018",40890,"O'Hare Airport","01/07/2003","W",7217,2003-01-07,1,"Jan",2003,7,"Tuesday"
"155049",40890,"O'Hare Airport","10/14/2016","W",14647,2016-10-14,10,"Oct",2016,14,"Friday"
"155213",40890,"O'Hare Airport","10/30/2004","A",6290,2004-10-30,10,"Oct",2004,30,"Saturday"
"155243",40890,"O'Hare Airport","03/19/2016","A",8839,2016-03-19,3,"Mar",2016,19,"Saturday"
"155310",40890,"O'Hare Airport","09/15/2006","W",12126,2006-09-15,9,"Sep",2006,15,"Friday"
"155342",40890,"O'Hare Airport","07/25/2007","W",9347,2007-07-25,7,"Jul",2007,25,"Wednesday"
"155547",40890,"O'Hare Airport","12/17/2007","W",8442,2007-12-17,12,"Dec",2007,17,"Monday"
"155766",40890,"O'Hare Airport","02/21/2014","W",9617,2014-02-21,2,"Feb",2014,21,"Friday"
"155837",40890,"O'Hare Airport","09/29/2001","A",5863,2001-09-29,9,"Sep",2001,29,"Saturday"
"155978",40890,"O'Hare Airport","01/16/2009","W",7768,2009-01-16,1,"Jan",2009,16,"Friday"
"156048",40890,"O'Hare Airport","07/07/2003","W",11212,2003-07-07,7,"Jul",2003,7,"Monday"
"156093",40890,"O'Hare Airport","04/07/2014","W",9411,2014-04-07,4,"Apr",2014,7,"Monday"
"156116",40890,"O'Hare Airport","01/03/2001","W",8584,2001-01-03,1,"Jan",2001,3,"Wednesday"
"156134",40890,"O'Hare Airport","10/20/2008","W",9339,2008-10-20,10,"Oct",2008,20,"Monday"
"156193",40890,"O'Hare Airport","02/09/2009","W",7394,2009-02-09,2,"Feb",2009,9,"Monday"
"156283",40890,"O'Hare Airport","11/19/2005","A",7372,2005-11-19,11,"Nov",2005,19,"Saturday"
"156319",40890,"O'Hare Airport","03/02/2010","W",6997,2010-03-02,3,"Mar",2010,2,"Tuesday"
"156520",40890,"O'Hare Airport","01/25/2012","W",7350,2012-01-25,1,"Jan",2012,25,"Wednesday"
"156524",40890,"O'Hare Airport","07/24/2015","W",15324,2015-07-24,7,"Jul",2015,24,"Friday"
"156688",40890,"O'Hare Airport","06/15/2012","W",12584,2012-06-15,6,"Jun",2012,15,"Friday"
"156708",40890,"O'Hare Airport","08/18/2003","W",9159,2003-08-18,8,"Aug",2003,18,"Monday"
"156738",40890,"O'Hare Airport","12/31/2016","A",8356,2016-12-31,12,"Dec",2016,31,"Saturday"
"156773",40890,"O'Hare Airport","09/28/2014","U",9704,2014-09-28,9,"Sep",2014,28,"Sunday"
"156917",40890,"O'Hare Airport","01/29/2010","W",7395,2010-01-29,1,"Jan",2010,29,"Friday"
"157088",40890,"O'Hare Airport","09/15/2005","W",10445,2005-09-15,9,"Sep",2005,15,"Thursday"
"157089",40890,"O'Hare Airport","04/21/2003","W",9015,2003-04-21,4,"Apr",2003,21,"Monday"
"157424",40890,"O'Hare Airport","01/18/2008","W",8938,2008-01-18,1,"Jan",2008,18,"Friday"
"157428",40890,"O'Hare Airport","02/13/2012","W",8569,2012-02-13,2,"Feb",2012,13,"Monday"
"157684",40890,"O'Hare Airport","07/02/2013","W",9049,2013-07-02,7,"Jul",2013,2,"Tuesday"
"157730",40890,"O'Hare Airport","09/16/2013","W",10811,2013-09-16,9,"Sep",2013,16,"Monday"
"157737",40890,"O'Hare Airport","12/11/2006","W",8804,2006-12-11,12,"Dec",2006,11,"Monday"
"157779",40890,"O'Hare Airport","01/10/2006","W",7856,2006-01-10,1,"Jan",2006,10,"Tuesday"
"157870",40890,"O'Hare Airport","09/19/2003","W",9250,2003-09-19,9,"Sep",2003,19,"Friday"
"157928",40890,"O'Hare Airport","07/15/2012","U",9927,2012-07-15,7,"Jul",2012,15,"Sunday"
"157965",40890,"O'Hare Airport","04/05/2002","W",8700,2002-04-05,4,"Apr",2002,5,"Friday"
"158216",40890,"O'Hare Airport","02/06/2004","W",7751,2004-02-06,2,"Feb",2004,6,"Friday"
"158490",40890,"O'Hare Airport","02/22/2016","W",9649,2016-02-22,2,"Feb",2016,22,"Monday"
"158553",40890,"O'Hare Airport","11/25/2017","A",11757,2017-11-25,11,"Nov",2017,25,"Saturday"
"158603",40890,"O'Hare Airport","02/19/2003","W",7226,2003-02-19,2,"Feb",2003,19,"Wednesday"
"158634",40890,"O'Hare Airport","04/20/2016","W",10374,2016-04-20,4,"Apr",2016,20,"Wednesday"
"158742",40890,"O'Hare Airport","04/03/2004","A",6223,2004-04-03,4,"Apr",2004,3,"Saturday"
"158874",40890,"O'Hare Airport","12/09/2014","W",8567,2014-12-09,12,"Dec",2014,9,"Tuesday"
"158977",40890,"O'Hare Airport","04/01/2013","W",10269,2013-04-01,4,"Apr",2013,1,"Monday"
"159104",40890,"O'Hare Airport","03/16/2003","U",6971,2003-03-16,3,"Mar",2003,16,"Sunday"
"159251",40890,"O'Hare Airport","01/02/2008","W",8616,2008-01-02,1,"Jan",2008,2,"Wednesday"
"159273",40890,"O'Hare Airport","05/29/2017","U",13400,2017-05-29,5,"May",2017,29,"Monday"
"159331",40890,"O'Hare Airport","12/21/2013","A",7704,2013-12-21,12,"Dec",2013,21,"Saturday"
"159459",40890,"O'Hare Airport","08/20/2008","W",9582,2008-08-20,8,"Aug",2008,20,"Wednesday"
"159867",40890,"O'Hare Airport","06/04/2004","W",10084,2004-06-04,6,"Jun",2004,4,"Friday"
"160342",40890,"O'Hare Airport","04/15/2015","W",11765,2015-04-15,4,"Apr",2015,15,"Wednesday"
"160443",40890,"O'Hare Airport","03/02/2017","W",9742,2017-03-02,3,"Mar",2017,2,"Thursday"
"160489",40890,"O'Hare Airport","07/20/2007","W",11842,2007-07-20,7,"Jul",2007,20,"Friday"
"160491",40890,"O'Hare Airport","07/04/2005","U",9069,2005-07-04,7,"Jul",2005,4,"Monday"
"160550",40890,"O'Hare Airport","07/06/2013","A",7504,2013-07-06,7,"Jul",2013,6,"Saturday"
"160597",40890,"O'Hare Airport","09/22/2007","A",7400,2007-09-22,9,"Sep",2007,22,"Saturday"
"160898",40890,"O'Hare Airport","02/28/2001","W",7458,2001-02-28,2,"Feb",2001,28,"Wednesday"
"161152",40890,"O'Hare Airport","06/17/2006","A",8326,2006-06-17,6,"Jun",2006,17,"Saturday"
"161252",40890,"O'Hare Airport","06/14/2001","W",9302,2001-06-14,6,"Jun",2001,14,"Thursday"
"161684",40890,"O'Hare Airport","10/30/2009","W",9916,2009-10-30,10,"Oct",2009,30,"Friday"
"161793",40890,"O'Hare Airport","09/07/2010","W",10402,2010-09-07,9,"Sep",2010,7,"Tuesday"
"162241",40890,"O'Hare Airport","05/01/2013","W",9208,2013-05-01,5,"May",2013,1,"Wednesday"
"162276",40890,"O'Hare Airport","12/17/2008","W",8375,2008-12-17,12,"Dec",2008,17,"Wednesday"
"162333",40890,"O'Hare Airport","06/16/2017","W",13152,2017-06-16,6,"Jun",2017,16,"Friday"
"162341",40890,"O'Hare Airport","09/22/2016","W",13296,2016-09-22,9,"Sep",2016,22,"Thursday"
"162362",40890,"O'Hare Airport","06/07/2010","W",9294,2010-06-07,6,"Jun",2010,7,"Monday"
"162620",40890,"O'Hare Airport","12/05/2014","W",10947,2014-12-05,12,"Dec",2014,5,"Friday"
"162712",40890,"O'Hare Airport","04/13/2006","W",9730,2006-04-13,4,"Apr",2006,13,"Thursday"
"162913",40890,"O'Hare Airport","07/18/2011","W",11043,2011-07-18,7,"Jul",2011,18,"Monday"
"162984",40890,"O'Hare Airport","01/14/2007","U",6891,2007-01-14,1,"Jan",2007,14,"Sunday"
"163032",40890,"O'Hare Airport","11/22/2015","U",10078,2015-11-22,11,"Nov",2015,22,"Sunday"
"163159",40890,"O'Hare Airport","05/17/2010","W",9705,2010-05-17,5,"May",2010,17,"Monday"
"163496",40890,"O'Hare Airport","09/04/2010","A",9156,2010-09-04,9,"Sep",2010,4,"Saturday"
"163510",40890,"O'Hare Airport","08/26/2014","W",10323,2014-08-26,8,"Aug",2014,26,"Tuesday"
"163581",40890,"O'Hare Airport","01/01/2017","U",7905,2017-01-01,1,"Jan",2017,1,"Sunday"
"163708",40890,"O'Hare Airport","08/11/2010","W",9446,2010-08-11,8,"Aug",2010,11,"Wednesday"
"163796",40890,"O'Hare Airport","07/11/2016","W",12197,2016-07-11,7,"Jul",2016,11,"Monday"
"163958",40890,"O'Hare Airport","11/06/2015","W",14075,2015-11-06,11,"Nov",2015,6,"Friday"
"163967",40890,"O'Hare Airport","09/02/2017","A",12094,2017-09-02,9,"Sep",2017,2,"Saturday"
"164341",40890,"O'Hare Airport","04/01/2003","W",7047,2003-04-01,4,"Apr",2003,1,"Tuesday"
"164355",40890,"O'Hare Airport","10/27/2005","W",10055,2005-10-27,10,"Oct",2005,27,"Thursday"
"164528",40890,"O'Hare Airport","09/01/2004","W",8785,2004-09-01,9,"Sep",2004,1,"Wednesday"
"164695",40890,"O'Hare Airport","05/30/2013","W",10144,2013-05-30,5,"May",2013,30,"Thursday"
"165474",40890,"O'Hare Airport","02/19/2015","W",8509,2015-02-19,2,"Feb",2015,19,"Thursday"
"165809",40890,"O'Hare Airport","08/05/2014","W",10852,2014-08-05,8,"Aug",2014,5,"Tuesday"
"165833",40890,"O'Hare Airport","11/17/2003","W",8206,2003-11-17,11,"Nov",2003,17,"Monday"
"165919",40890,"O'Hare Airport","12/25/2009","U",5368,2009-12-25,12,"Dec",2009,25,"Friday"
"165971",40890,"O'Hare Airport","03/25/2016","W",11874,2016-03-25,3,"Mar",2016,25,"Friday"
"166184",40890,"O'Hare Airport","03/26/2008","W",8321,2008-03-26,3,"Mar",2008,26,"Wednesday"
"166233",40890,"O'Hare Airport","02/24/2007","A",7197,2007-02-24,2,"Feb",2007,24,"Saturday"
"166301",40890,"O'Hare Airport","02/23/2011","W",7574,2011-02-23,2,"Feb",2011,23,"Wednesday"
"166355",40890,"O'Hare Airport","11/01/2013","W",11119,2013-11-01,11,"Nov",2013,1,"Friday"
"166361",40890,"O'Hare Airport","05/17/2011","W",9040,2011-05-17,5,"May",2011,17,"Tuesday"
"167029",40890,"O'Hare Airport","06/11/2004","W",10979,2004-06-11,6,"Jun",2004,11,"Friday"
"167223",40890,"O'Hare Airport","11/25/2003","W",7751,2003-11-25,11,"Nov",2003,25,"Tuesday"
"167409",40890,"O'Hare Airport","08/16/2008","A",8155,2008-08-16,8,"Aug",2008,16,"Saturday"
"167450",40890,"O'Hare Airport","06/16/2010","W",9591,2010-06-16,6,"Jun",2010,16,"Wednesday"
"167643",40890,"O'Hare Airport","11/22/2007","U",6277,2007-11-22,11,"Nov",2007,22,"Thursday"
"167696",40890,"O'Hare Airport","07/27/2011","W",9662,2011-07-27,7,"Jul",2011,27,"Wednesday"
"167699",40890,"O'Hare Airport","07/13/2017","W",13598,2017-07-13,7,"Jul",2017,13,"Thursday"
"168153",40890,"O'Hare Airport","05/19/2015","W",11692,2015-05-19,5,"May",2015,19,"Tuesday"
"168160",40890,"O'Hare Airport","03/23/2001","W",9092,2001-03-23,3,"Mar",2001,23,"Friday"
"168172",40890,"O'Hare Airport","05/05/2006","W",10312,2006-05-05,5,"May",2006,5,"Friday"
"168583",40890,"O'Hare Airport","03/27/2016","U",10570,2016-03-27,3,"Mar",2016,27,"Sunday"
"168941",40890,"O'Hare Airport","03/02/2011","W",7152,2011-03-02,3,"Mar",2011,2,"Wednesday"
"168943",40890,"O'Hare Airport","03/05/2005","A",6526,2005-03-05,3,"Mar",2005,5,"Saturday"
"169389",40890,"O'Hare Airport","03/24/2017","W",11461,2017-03-24,3,"Mar",2017,24,"Friday"
"169484",40890,"O'Hare Airport","08/02/2008","A",9724,2008-08-02,8,"Aug",2008,2,"Saturday"
"169487",40890,"O'Hare Airport","12/18/2007","W",8074,2007-12-18,12,"Dec",2007,18,"Tuesday"
"169897",40890,"O'Hare Airport","02/26/2016","W",10866,2016-02-26,2,"Feb",2016,26,"Friday"
"170068",40890,"O'Hare Airport","05/18/2006","W",10582,2006-05-18,5,"May",2006,18,"Thursday"
"170089",40890,"O'Hare Airport","03/21/2003","W",8627,2003-03-21,3,"Mar",2003,21,"Friday"
"170137",40890,"O'Hare Airport","04/28/2007","A",7377,2007-04-28,4,"Apr",2007,28,"Saturday"
"170862",40890,"O'Hare Airport","11/29/2003","A",8663,2003-11-29,11,"Nov",2003,29,"Saturday"
"170871",40890,"O'Hare Airport","12/21/2003","U",6059,2003-12-21,12,"Dec",2003,21,"Sunday"
"170896",40890,"O'Hare Airport","08/14/2002","W",9187,2002-08-14,8,"Aug",2002,14,"Wednesday"
"171027",40890,"O'Hare Airport","09/14/2016","W",11479,2016-09-14,9,"Sep",2016,14,"Wednesday"
"171399",40890,"O'Hare Airport","06/26/2012","W",10027,2012-06-26,6,"Jun",2012,26,"Tuesday"
"171669",40890,"O'Hare Airport","01/30/2005","U",6578,2005-01-30,1,"Jan",2005,30,"Sunday"
"171673",40890,"O'Hare Airport","01/19/2009","W",7863,2009-01-19,1,"Jan",2009,19,"Monday"
"171783",40890,"O'Hare Airport","10/24/2012","W",9235,2012-10-24,10,"Oct",2012,24,"Wednesday"
"171888",40890,"O'Hare Airport","02/14/2003","W",8426,2003-02-14,2,"Feb",2003,14,"Friday"
"171958",40890,"O'Hare Airport","12/19/2009","A",6455,2009-12-19,12,"Dec",2009,19,"Saturday"
"171982",40890,"O'Hare Airport","06/29/2001","W",10517,2001-06-29,6,"Jun",2001,29,"Friday"
"172163",40890,"O'Hare Airport","12/09/2010","W",8473,2010-12-09,12,"Dec",2010,9,"Thursday"
"172171",40890,"O'Hare Airport","08/01/2005","W",10428,2005-08-01,8,"Aug",2005,1,"Monday"
"172549",40890,"O'Hare Airport","09/19/2009","A",7341,2009-09-19,9,"Sep",2009,19,"Saturday"
"172648",40890,"O'Hare Airport","04/19/2001","W",9074,2001-04-19,4,"Apr",2001,19,"Thursday"
"172806",40890,"O'Hare Airport","07/06/2007","W",10597,2007-07-06,7,"Jul",2007,6,"Friday"
"172839",40890,"O'Hare Airport","12/13/2015","U",9184,2015-12-13,12,"Dec",2015,13,"Sunday"
"172871",40890,"O'Hare Airport","09/17/2008","W",8807,2008-09-17,9,"Sep",2008,17,"Wednesday"
"173049",40890,"O'Hare Airport","08/10/2011","W",10105,2011-08-10,8,"Aug",2011,10,"Wednesday"
"173429",40890,"O'Hare Airport","10/31/2007","W",7480,2007-10-31,10,"Oct",2007,31,"Wednesday"
"173517",40890,"O'Hare Airport","11/14/2007","W",8504,2007-11-14,11,"Nov",2007,14,"Wednesday"
"173586",40890,"O'Hare Airport","12/21/2007","W",8241,2007-12-21,12,"Dec",2007,21,"Friday"
"173591",40890,"O'Hare Airport","04/05/2013","W",10344,2013-04-05,4,"Apr",2013,5,"Friday"
"173798",40890,"O'Hare Airport","03/18/2010","W",8164,2010-03-18,3,"Mar",2010,18,"Thursday"
"173826",40890,"O'Hare Airport","07/28/2014","W",11789,2014-07-28,7,"Jul",2014,28,"Monday"
"174201",40890,"O'Hare Airport","02/02/2009","W",7461,2009-02-02,2,"Feb",2009,2,"Monday"
"174234",40890,"O'Hare Airport","05/10/2006","W",9055,2006-05-10,5,"May",2006,10,"Wednesday"
"174332",40890,"O'Hare Airport","01/18/2001","W",7625,2001-01-18,1,"Jan",2001,18,"Thursday"
"174333",40890,"O'Hare Airport","04/16/2005","A",6814,2005-04-16,4,"Apr",2005,16,"Saturday"
"174503",40890,"O'Hare Airport","08/24/2002","A",6986,2002-08-24,8,"Aug",2002,24,"Saturday"
"174538",40890,"O'Hare Airport","04/19/2008","A",5985,2008-04-19,4,"Apr",2008,19,"Saturday"
"174605",40890,"O'Hare Airport","03/29/2014","A",59,2014-03-29,3,"Mar",2014,29,"Saturday"
"174649",40890,"O'Hare Airport","08/22/2017","W",11264,2017-08-22,8,"Aug",2017,22,"Tuesday"
"174860",40890,"O'Hare Airport","05/26/2012","A",9806,2012-05-26,5,"May",2012,26,"Saturday"
"175098",40890,"O'Hare Airport","08/26/2001","U",8562,2001-08-26,8,"Aug",2001,26,"Sunday"
"175103",40890,"O'Hare Airport","08/16/2011","W",9831,2011-08-16,8,"Aug",2011,16,"Tuesday"
"175225",40890,"O'Hare Airport","11/12/2004","W",10297,2004-11-12,11,"Nov",2004,12,"Friday"
"175327",40890,"O'Hare Airport","04/05/2004","W",8663,2004-04-05,4,"Apr",2004,5,"Monday"
"175449",40890,"O'Hare Airport","10/02/2017","W",11794,2017-10-02,10,"Oct",2017,2,"Monday"
"175513",40890,"O'Hare Airport","11/20/2015","W",12839,2015-11-20,11,"Nov",2015,20,"Friday"
"175894",40890,"O'Hare Airport","02/28/2004","A",6250,2004-02-28,2,"Feb",2004,28,"Saturday"
"176141",40890,"O'Hare Airport","01/28/2003","W",6835,2003-01-28,1,"Jan",2003,28,"Tuesday"
"176228",40890,"O'Hare Airport","10/13/2005","W",10496,2005-10-13,10,"Oct",2005,13,"Thursday"
"176359",40890,"O'Hare Airport","08/14/2004","A",7367,2004-08-14,8,"Aug",2004,14,"Saturday"
"176484",40890,"O'Hare Airport","02/04/2012","A",6251,2012-02-04,2,"Feb",2012,4,"Saturday"
"176543",40890,"O'Hare Airport","07/18/2017","W",11088,2017-07-18,7,"Jul",2017,18,"Tuesday"
"176602",40890,"O'Hare Airport","01/26/2012","W",7804,2012-01-26,1,"Jan",2012,26,"Thursday"
"176631",40890,"O'Hare Airport","05/28/2012","U",12116,2012-05-28,5,"May",2012,28,"Monday"
"176673",40890,"O'Hare Airport","12/16/2006","A",7199,2006-12-16,12,"Dec",2006,16,"Saturday"
"176714",40890,"O'Hare Airport","12/13/2001","W",6940,2001-12-13,12,"Dec",2001,13,"Thursday"
"176797",40890,"O'Hare Airport","10/25/2010","W",9593,2010-10-25,10,"Oct",2010,25,"Monday"
"177176",40890,"O'Hare Airport","11/15/2003","A",6098,2003-11-15,11,"Nov",2003,15,"Saturday"
"177257",40890,"O'Hare Airport","12/27/2013","W",10774,2013-12-27,12,"Dec",2013,27,"Friday"
"177422",40890,"O'Hare Airport","03/05/2001","W",7840,2001-03-05,3,"Mar",2001,5,"Monday"
"177499",40890,"O'Hare Airport","01/04/2006","W",8599,2006-01-04,1,"Jan",2006,4,"Wednesday"
"177557",40890,"O'Hare Airport","01/11/2007","W",8386,2007-01-11,1,"Jan",2007,11,"Thursday"
"177706",40890,"O'Hare Airport","12/31/2001","W",4606,2001-12-31,12,"Dec",2001,31,"Monday"
"177771",40890,"O'Hare Airport","11/28/2006","W",9456,2006-11-28,11,"Nov",2006,28,"Tuesday"
"177800",40890,"O'Hare Airport","08/19/2004","W",9978,2004-08-19,8,"Aug",2004,19,"Thursday"
"178026",40890,"O'Hare Airport","03/04/2005","W",9215,2005-03-04,3,"Mar",2005,4,"Friday"
"178337",40890,"O'Hare Airport","05/01/2015","W",13024,2015-05-01,5,"May",2015,1,"Friday"
"178350",40890,"O'Hare Airport","06/02/2016","W",12774,2016-06-02,6,"Jun",2016,2,"Thursday"
"178355",40890,"O'Hare Airport","05/06/2016","W",12751,2016-05-06,5,"May",2016,6,"Friday"
"178406",40890,"O'Hare Airport","09/19/2012","W",10063,2012-09-19,9,"Sep",2012,19,"Wednesday"
"178426",40890,"O'Hare Airport","10/09/2009","W",12681,2009-10-09,10,"Oct",2009,9,"Friday"
"178490",40890,"O'Hare Airport","04/18/2005","W",9644,2005-04-18,4,"Apr",2005,18,"Monday"
"178672",40890,"O'Hare Airport","10/19/2015","W",13110,2015-10-19,10,"Oct",2015,19,"Monday"
"178676",40890,"O'Hare Airport","07/04/2011","U",10796,2011-07-04,7,"Jul",2011,4,"Monday"
"179133",40890,"O'Hare Airport","12/14/2012","W",10863,2012-12-14,12,"Dec",2012,14,"Friday"
"179197",40890,"O'Hare Airport","03/02/2004","W",7522,2004-03-02,3,"Mar",2004,2,"Tuesday"
"179379",40890,"O'Hare Airport","06/18/2014","W",9259,2014-06-18,6,"Jun",2014,18,"Wednesday"
"179537",40890,"O'Hare Airport","07/01/2016","W",13699,2016-07-01,7,"Jul",2016,1,"Friday"
"179539",40890,"O'Hare Airport","11/02/2011","W",8806,2011-11-02,11,"Nov",2011,2,"Wednesday"
"179695",40890,"O'Hare Airport","07/09/2010","W",10165,2010-07-09,7,"Jul",2010,9,"Friday"
"179760",40890,"O'Hare Airport","11/16/2006","W",10015,2006-11-16,11,"Nov",2006,16,"Thursday"
"179972",40890,"O'Hare Airport","02/10/2013","U",6718,2013-02-10,2,"Feb",2013,10,"Sunday"
"180049",40890,"O'Hare Airport","06/27/2004","U",8159,2004-06-27,6,"Jun",2004,27,"Sunday"
"180095",40890,"O'Hare Airport","07/01/2005","W",11406,2005-07-01,7,"Jul",2005,1,"Friday"
"180277",40890,"O'Hare Airport","05/11/2016","W",12050,2016-05-11,5,"May",2016,11,"Wednesday"
"180481",40890,"O'Hare Airport","09/03/2007","U",10446,2007-09-03,9,"Sep",2007,3,"Monday"
"180601",40890,"O'Hare Airport","10/01/2005","A",7114,2005-10-01,10,"Oct",2005,1,"Saturday"
"180910",40890,"O'Hare Airport","02/02/2001","W",7740,2001-02-02,2,"Feb",2001,2,"Friday"
"180921",40890,"O'Hare Airport","08/02/2015","U",11235,2015-08-02,8,"Aug",2015,2,"Sunday"
"181166",40890,"O'Hare Airport","10/15/2006","U",9467,2006-10-15,10,"Oct",2006,15,"Sunday"
"181277",40890,"O'Hare Airport","03/31/2008","W",8620,2008-03-31,3,"Mar",2008,31,"Monday"
"181421",40890,"O'Hare Airport","07/10/2012","W",9904,2012-07-10,7,"Jul",2012,10,"Tuesday"
"181456",40890,"O'Hare Airport","02/03/2011","W",7775,2011-02-03,2,"Feb",2011,3,"Thursday"
"181523",40890,"O'Hare Airport","01/04/2015","U",8735,2015-01-04,1,"Jan",2015,4,"Sunday"
"181794",40890,"O'Hare Airport","06/08/2017","W",13808,2017-06-08,6,"Jun",2017,8,"Thursday"
"182011",40890,"O'Hare Airport","07/05/2013","W",8204,2013-07-05,7,"Jul",2013,5,"Friday"
"182382",40890,"O'Hare Airport","06/22/2006","W",10612,2006-06-22,6,"Jun",2006,22,"Thursday"
"182403",40890,"O'Hare Airport","01/27/2005","W",7714,2005-01-27,1,"Jan",2005,27,"Thursday"
"182651",40890,"O'Hare Airport","06/14/2005","W",9875,2005-06-14,6,"Jun",2005,14,"Tuesday"
"182685",40890,"O'Hare Airport","02/18/2001","U",6226,2001-02-18,2,"Feb",2001,18,"Sunday"
"182732",40890,"O'Hare Airport","07/12/2003","A",7643,2003-07-12,7,"Jul",2003,12,"Saturday"
"182925",40890,"O'Hare Airport","07/29/2016","W",14410,2016-07-29,7,"Jul",2016,29,"Friday"
"183247",40890,"O'Hare Airport","07/12/2002","W",10083,2002-07-12,7,"Jul",2002,12,"Friday"
"183277",40890,"O'Hare Airport","06/23/2016","W",13914,2016-06-23,6,"Jun",2016,23,"Thursday"
"183407",40890,"O'Hare Airport","03/27/2001","W",7735,2001-03-27,3,"Mar",2001,27,"Tuesday"
"183430",40890,"O'Hare Airport","01/02/2016","A",8909,2016-01-02,1,"Jan",2016,2,"Saturday"
"183531",40890,"O'Hare Airport","03/04/2017","A",8434,2017-03-04,3,"Mar",2017,4,"Saturday"
"183554",40890,"O'Hare Airport","09/27/2015","U",12855,2015-09-27,9,"Sep",2015,27,"Sunday"
"183633",40890,"O'Hare Airport","05/09/2006","W",8774,2006-05-09,5,"May",2006,9,"Tuesday"
"183789",40890,"O'Hare Airport","11/03/2016","W",13823,2016-11-03,11,"Nov",2016,3,"Thursday"
"183796",40890,"O'Hare Airport","04/23/2012","W",10156,2012-04-23,4,"Apr",2012,23,"Monday"
"184216",40890,"O'Hare Airport","08/06/2013","W",9807,2013-08-06,8,"Aug",2013,6,"Tuesday"
"184411",40890,"O'Hare Airport","02/15/2011","W",7075,2011-02-15,2,"Feb",2011,15,"Tuesday"
"184520",40890,"O'Hare Airport","03/18/2004","W",7741,2004-03-18,3,"Mar",2004,18,"Thursday"
"184638",40890,"O'Hare Airport","08/17/2014","U",10031,2014-08-17,8,"Aug",2014,17,"Sunday"
"184663",40890,"O'Hare Airport","03/19/2012","W",9524,2012-03-19,3,"Mar",2012,19,"Monday"
"184670",40890,"O'Hare Airport","04/06/2004","W",7753,2004-04-06,4,"Apr",2004,6,"Tuesday"
"184789",40890,"O'Hare Airport","05/31/2010","U",9825,2010-05-31,5,"May",2010,31,"Monday"
"185577",40890,"O'Hare Airport","09/21/2004","W",8423,2004-09-21,9,"Sep",2004,21,"Tuesday"
